0,1,2,3,4,5,6,7,8,9
Abdel-Aziz Youssef,https://tabletennis.guide/ittfplayer/portrait/youssef-abdel-aziz-116723.jpg?uin=1680538355,596,86.66,Egypt,23,left,shakehand,596,attack
Lama Jaime,https://tabletennis.guide/images/project/boy.png,597,5.45,Chile,18,left,shakehand,597,attack
Tomica Andrei,https://tabletennis.guide/images/project/boy.png,598,55.41,Romania,19,right,shakehand,598,attack
Saad Yehia,https://tabletennis.guide/images/project/boy.png,599,14.48,Egypt,20,right,shakehand,599,attack
Verdonschot Wim,https://tabletennis.guide/images/project/boy.png,600,7.0,Germany,18,right,shakehand,600,attack
Giltia Tim,https://tabletennis.guide/images/project/boy.png,601,3.8,Belgium,18,right,shakehand,601,attack
Naresh Nandan,https://tabletennis.guide/images/project/boy.png,602,3.78,USA,17,right,shakehand,602,attack
Wael Yassin,https://tabletennis.guide/images/project/boy.png,603,12.65,Egypt,17,right,shakehand,603,attack
Mamay Abdulla,https://tabletennis.guide/images/project/boy.png,604,4.92,Kazakhstan,17,right,shakehand,604,attack
Van Oost Kas,https://tabletennis.guide/ittfplayer/portrait/kas-van-oost-133337.jpg?uin=1680538394,605,5.15,Netherlands,19,right,shakehand,605,attack
Al Balushi Muhannad,https://tabletennis.guide/images/project/boy.png,606,48.19,Oman,35,right,shakehand,606,attack
Saelee Puripong,https://tabletennis.guide/images/project/boy.png,607,5.8,Thailand,19,left,shakehand,607,attack
Pushilal Kiranjoy,https://tabletennis.guide/images/project/boy.png,608,5.31,India,25,history,(01.05.2022),608,(+1)
Delincak Filip,https://tabletennis.guide/images/project/boy.png,609,15.66,Slovakia,20,right,shakehand,609,attack
Camara Gabrielius,https://tabletennis.guide/ittfplayer/portrait/gabrielius-camara-134556.jpg?uin=1680538418,610,6.64,Netherlands,18,right,shakehand,610,attack
Shevnin Semen,https://tabletennis.guide/ittfplayer/portrait/semen-shevnin-134848.jpg?uin=1680538422,611,7.88,Russia,20,right,shakehand,611,attack
Deenadayalan Vishwa,https://tabletennis.guide/images/project/boy.png,612,5.07,India,19,right,shakehand,612,attack
Zavada Mykyta,https://tabletennis.guide/images/project/boy.png,613,6.73,Ukraine,18,right,shakehand,613,attack
Tyan Stanislav,https://tabletennis.guide/images/project/boy.png,614,37.49,Uzbekistan,23,right,shakehand,614,attack
Pukk Oskar,https://tabletennis.guide/images/project/boy.png,615,22.51,Estonia,21,right,shakehand,615,attack
Lopez Yadier,https://tabletennis.guide/images/project/boy.png,616,5.0,Rico,16,right,shakehand,616,attack
Enkhbat Lkhagvasuren,https://tabletennis.guide/ittfplayer/portrait/lkhagvasuren-enkhbat-105508.jpg?uin=1680538453,617,5.0,Mongolia,35,left,shakehand,617,attack
Mendez Rene,https://tabletennis.guide/images/project/boy.png,618,5.0,Cuba,21,right,shakehand,618,attack
Baechler Martin,https://tabletennis.guide/images/project/boy.png,619,5.0,France,20,right,shakehand,619,attack
Hort Tomas,https://tabletennis.guide/images/project/boy.png,620,7.88,Republic,26,right,shakehand,620,attack
Moscoso Heber,https://tabletennis.guide/images/project/boy.png,621,30.37,Guatemala,36,right,shakehand,621,attack
Watson Kane,https://tabletennis.guide/images/project/boy.png,622,35.29,Jamaica,36,right,shakehand,622,attack
Farley Kevin,https://tabletennis.guide/images/project/boy.png,623,17.76,Barbados,37,left,shakehand,623,attack
Martinez Job,https://tabletennis.guide/images/project/boy.png,624,4.2,Salvador,26,right,shakehand,624,attack
Montoya Alejandro,https://tabletennis.guide/images/project/boy.png,625,3.83,Rica,16,right,shakehand,625,attack
Tejada Abit,https://tabletennis.guide/images/project/boy.png,626,43.93,Republic,20,right,shakehand,626,attack
Villalta Oscar,https://tabletennis.guide/images/project/boy.png,627,73.36,Salvador,23,left,shakehand,627,attack
Chock Gomez Jahir,https://tabletennis.guide/images/project/boy.png,628,4.17,Panama,25,right,shakehand,628,attack
Ghebreigziabher Sofanyas,https://tabletennis.guide/images/project/boy.png,629,5.0,Eritrea,19,right,shakehand,629,attack
Denboba Amanuel,https://tabletennis.guide/images/project/boy.png,630,5.0,Ethiopia,22,right,shakehand,630,attack
Gebra Natanim,https://tabletennis.guide/images/project/boy.png,631,5.0,Ethiopia,22,left,penhold,631,defence
Abeje Eyob Sissay,https://tabletennis.guide/images/project/boy.png,632,32.51,Ethiopia,27,history,(01.05.2022),632,(-1)
Djamal Ahmed,https://tabletennis.guide/images/project/boy.png,633,76.12,Djibouti,27,history,(01.05.2019),633,(-1)
Pontoise Jason,https://tabletennis.guide/images/project/boy.png,634,76.12,Mauritius,30,right,shakehand,634,attack
Habteyes Melese,https://tabletennis.guide/images/project/boy.png,635,25.47,Ethiopia,31,history,(01.05.2022),635,(-1)
Sultan Godfrey,https://tabletennis.guide/images/project/boy.png,636,22.73,Seychelles,38,history,(01.05.2018),636,(-1)
Adou Amir Atanda,https://tabletennis.guide/images/project/boy.png,637,5.0,Benin,21,right,shakehand,637,attack
Ofori Emmanuel,https://tabletennis.guide/images/project/boy.png,638,5.65,Ghana,23,right,shakehand,638,attack
Ali Kanate,https://tabletennis.guide/images/project/boy.png,639,51.59,Cote-d'Ivoire,26,right,shakehand,639,attack
Asante Emmanuel,https://tabletennis.guide/images/project/boy.png,640,11.73,Ghana,28,right,shakehand,640,attack
Commey Emmanuel,https://tabletennis.guide/images/project/boy.png,641,47.88,Ghana,29,left,shakehand,641,attack
Olabiyi Monday,https://tabletennis.guide/images/project/boy.png,642,154.15,Benin,40,history,(01.09.2019),642,(-1)
Amusa Jimoh,https://tabletennis.guide/images/project/boy.png,643,5.0,Benin,43,history,(01.05.2022),643,(-1)
Banda Isaiah,https://tabletennis.guide/images/project/boy.png,644,5.0,Zambia,18,right,shakehand,644,attack
Munga Emmanuel,https://tabletennis.guide/images/project/boy.png,645,5.0,Zambia,22,right,shakehand,645,attack
Mooketsi Ndelu,https://tabletennis.guide/images/project/boy.png,646,10.65,Botswana,25,right,shakehand,646,attack
Maloka Bakang,https://tabletennis.guide/images/project/boy.png,647,5.0,Botswana,26,right,shakehand,647,attack
Tshipinare Tirelo,https://tabletennis.guide/images/project/boy.png,648,5.0,Botswana,31,right,shakehand,648,attack
Somba Abell,https://tabletennis.guide/ittfplayer/portrait/abell-somba-114662.jpg?uin=1680538606,649,5.59,Malawi,32,right,shakehand,649,attack
Steyn Kirshwan,https://tabletennis.guide/images/project/boy.png,650,5.0,Africa,35,right,shakehand,650,attack
Manuel Domingos,https://tabletennis.guide/images/project/boy.png,651,191.02,Angola,35,history,(01.11.2019),651,(-1)
Martinez Andres,https://tabletennis.guide/images/project/boy.png,652,9.83,Chile,22,left,shakehand,652,attack
Rios Romero Carlos Josue Alberto,https://tabletennis.guide/images/project/boy.png,653,5.0,Venezuela,16,right,shakehand,653,attack
Ramos Julian,https://tabletennis.guide/images/project/boy.png,654,81.66,Colombia,35,right,shakehand,654,attack
Bergenblock William,https://tabletennis.guide/ittfplayer/portrait/william-bergenblock-137873.jpg?uin=1680538632,655,5.0,Sweden,16,right,shakehand,655,attack
Vardinejad Rayan,https://tabletennis.guide/images/project/boy.png,656,5.0,Australia,16,right,shakehand,656,attack
Liu Cao Alex,https://tabletennis.guide/images/project/boy.png,657,5.0,Zealand,18,right,shakehand,657,attack
Henderson Maxwell,https://tabletennis.guide/images/project/boy.png,658,5.0,Zealand,20,right,shakehand,658,attack
Kwon Hyuk,https://tabletennis.guide/images/project/boy.png,659,12.12,Korea,15,right,shakehand,659,attack
Lee Jungmok,https://tabletennis.guide/images/project/boy.png,660,11.4,Korea,16,right,shakehand,660,attack
Hu Heming,https://tabletennis.guide/ittfplayer/portrait/heming-hu-114460.jpg?uin=1680538654,661,128.36,Australia,29,right,shakehand,661,attack
Lindso Daniel,https://tabletennis.guide/images/project/boy.png,662,5.0,Sweden,20,right,shakehand,662,attack
Grebeniuk Andrii,https://tabletennis.guide/ittfplayer/portrait/andrii-grebeniuk-133953.jpg?uin=1680538664,663,38.19,Ukraine,20,right,shakehand,663,attack
Franklin Christopher,https://tabletennis.guide/images/project/boy.png,664,9.05,Gyana,39,right,shakehand,664,attack
Yefimov Viktor,https://tabletennis.guide/ittfplayer/portrait/viktor-yefimov-110367.jpg?uin=1680538674,665,41.2,Ukraine,35,right,shakehand,665,attack
Anorboev Abdulaziz,https://tabletennis.guide/ittfplayer/portrait/abdulaziz-anorboev-135623.jpg?uin=1680538680,666,46.59,Uzbekistan,23,right,shakehand,666,attack
Hoermann Hannes,https://tabletennis.guide/images/project/boy.png,667,14.54,Germany,20,right,shakehand,667,attack
Xiong Mengyang,https://tabletennis.guide/images/project/boy.png,668,4.97,China,20,right,shakehand,668,attack
Cantero Jesus,https://tabletennis.guide/ittfplayer/portrait/jesus-cantero-101480.jpg?uin=1680538694,669,96.15,Spain,41,right,penhold,669,attack
Goldir Jakub,https://tabletennis.guide/images/project/boy.png,670,3.2,Slovakia,18,left,shakehand,670,attack
Alyafei Khalid,https://tabletennis.guide/images/project/boy.png,671,4.94,Qatar,17,right,shakehand,671,attack
Ruiz Romain,https://tabletennis.guide/ittfplayer/portrait/romain-ruiz-116641.jpg?uin=1680538709,672,32.73,France,26,right,shakehand,672,attack
Zhao Boyun,https://tabletennis.guide/images/project/boy.png,673,3.67,USA,19,right,shakehand,673,attack
Yilmaz Tugay,https://tabletennis.guide/images/project/boy.png,674,5.14,Turkey,22,right,shakehand,674,attack
Ulucak Batuhan,https://tabletennis.guide/ittfplayer/portrait/batuhan-ulucak-119584.jpg?uin=1680538723,675,9.31,Turkey,25,left,shakehand,675,attack
Kulczycki Alan,https://tabletennis.guide/images/project/boy.png,676,5.29,Poland,17,right,shakehand,676,attack
Konstantinopoulos Konstantinos,https://tabletennis.guide/images/project/boy.png,677,58.41,Greece,29,left,shakehand,677,attack
Kaucky Jakub,https://tabletennis.guide/images/project/boy.png,678,3.42,Republic,20,right,shakehand,678,attack
Wykes Jordan,https://tabletennis.guide/images/project/boy.png,679,47.85,Jersey,24,right,shakehand,679,attack
Lam Nathan,https://tabletennis.guide/images/project/boy.png,680,3.71,France,16,right,shakehand,680,attack
Danzer Matthias,https://tabletennis.guide/images/project/boy.png,681,8.19,Germany,19,right,shakehand,681,attack
Podobnik Miha,https://tabletennis.guide/images/project/boy.png,682,2.83,Slovenia,17,right,shakehand,682,attack
Stalzer Adam,https://tabletennis.guide/images/project/boy.png,683,37.24,Republic,20,right,shakehand,683,attack
Vekic Leo,https://tabletennis.guide/images/project/boy.png,684,4.34,Croatia,19,left,shakehand,684,attack
Patil Deepit,https://tabletennis.guide/images/project/boy.png,685,7.49,India,20,right,shakehand,685,attack
Falconnier Timothy,https://tabletennis.guide/images/project/boy.png,686,4.35,Switzerland,17,right,shakehand,686,attack
Berben Barry,https://tabletennis.guide/images/project/boy.png,687,4.0,Netherlands,20,right,shakehand,687,attack
Nishimura Nicolas,https://tabletennis.guide/images/project/boy.png,688,4.0,Brazil,18,right,shakehand,688,attack
Sanchi Tomas,https://tabletennis.guide/images/project/boy.png,689,4.0,Italy,19,right,shakehand,689,attack
De Leon Facundo,https://tabletennis.guide/images/project/boy.png,690,4.0,Argentina,19,right,shakehand,690,attack
Floro Damian,https://tabletennis.guide/images/project/boy.png,691,4.0,Slovakia,15,right,shakehand,691,attack
Alqassab Mohammed,https://tabletennis.guide/images/project/boy.png,692,4.24,Arabia,19,right,shakehand,692,attack
Cruz Aponte Daniel Esteban,https://tabletennis.guide/images/project/boy.png,693,4.0,Colombia,17,right,shakehand,693,attack
Sajjadian Seyed Ali,https://tabletennis.guide/images/project/boy.png,694,4.0,Iran,18,right,shakehand,694,attack
Benko Leon,https://tabletennis.guide/images/project/boy.png,695,4.0,Croatia,17,right,shakehand,695,attack
Yengkhom Khelendrajit,https://tabletennis.guide/images/project/boy.png,696,4.0,India,18,right,shakehand,696,attack
Suresh Raj Preyesh,https://tabletennis.guide/images/project/boy.png,697,4.0,India,17,right,shakehand,697,attack
Ma Jinbao,https://tabletennis.guide/images/project/boy.png,698,89.24,USA,23,right,shakehand,698,attack
Elia Sharpel,https://tabletennis.guide/images/project/boy.png,699,4.0,Cyprus,17,right,shakehand,699,attack
Weber Lionel,https://tabletennis.guide/ittfplayer/portrait/lionel-weber-115828.jpg?uin=1680538832,700,105.08,Switzerland,27,right,shakehand,700,attack
Abo Yaman Zaid,https://tabletennis.guide/ittfplayer/portrait/zaid-abo-yaman-110674.jpg?uin=1680538838,701,57.53,Jordan,30,right,shakehand,701,attack
Chirita Cristian,https://tabletennis.guide/ittfplayer/portrait/cristian-chirita-122647.jpg?uin=1680538843,702,21.08,Romania,23,right,shakehand,702,attack
Ren Hao,https://tabletennis.guide/ittfplayer/portrait/hao-ren-144271.jpg?uin=1680538848,703,123.1,China,28,right,shakehand,703,attack
Baek Kwangil,https://tabletennis.guide/images/project/boy.png,704,120.73,Korea,30,right,shakehand,704,attack
Franco Carlos,https://tabletennis.guide/ittfplayer/portrait/carlos-franco-118072.jpg?uin=1680538858,705,168.86,Spain,30,right,shakehand,705,attack
Spelbus Alin,https://tabletennis.guide/ittfplayer/portrait/alin-spelbus-114719.jpg?uin=1680538863,706,32.88,Romania,28,right,shakehand,706,attack
Blinka Michal,https://tabletennis.guide/ittfplayer/portrait/michal-blinka-135991.jpg?uin=1680538868,707,14.24,Republic,22,left,shakehand,707,attack
Mohammed Jassem,https://tabletennis.guide/images/project/boy.png,708,4.0,Emirates,35,right,shakehand,708,attack
Zhou Jayden,https://tabletennis.guide/images/project/boy.png,709,3.22,USA,18,right,shakehand,709,attack
Belakon Viachaslau,https://tabletennis.guide/images/project/boy.png,710,11.83,Belarus,19,left,shakehand,710,attack
Chen Diogo,https://tabletennis.guide/ittfplayer/portrait/diogo-chen-114356.jpg?uin=1680538889,711,73.32,Portugal,27,right,shakehand,711,attack
Duffoo Felipe,https://tabletennis.guide/images/project/boy.png,712,21.71,Peru,22,right,shakehand,712,attack
Silva Cesar,https://tabletennis.guide/images/project/boy.png,713,3.82,Peru,20,right,shakehand,713,attack
Hedbom Max,https://tabletennis.guide/images/project/boy.png,714,8.17,Sweden,20,right,shakehand,714,attack
Amiri Nia Soroosh,https://tabletennis.guide/ittfplayer/portrait/soroosh-amiri-nia-116748.jpg?uin=1680538908,715,24.73,Iran,27,right,shakehand,715,attack
Bjorkryd David,https://tabletennis.guide/images/project/boy.png,716,15.34,Sweden,17,right,shakehand,716,attack
Carlsson Charlie,https://tabletennis.guide/images/project/boy.png,717,16.88,Sweden,19,right,shakehand,717,attack
Modi Jash Amit,https://tabletennis.guide/images/project/boy.png,718,3.0,India,18,right,shakehand,718,attack
Wetzel Felix,https://tabletennis.guide/ittfplayer/portrait/felix-wetzel-134395.jpg?uin=1680538928,719,182.76,Malta,21,left,shakehand,719,attack
Kalegowda Aakash,https://tabletennis.guide/images/project/boy.png,720,3.41,India,18,right,shakehand,720,attack
Khalili Parsa,https://tabletennis.guide/images/project/boy.png,721,3.46,Iran,19,right,shakehand,721,attack
Elsarafy Aly,https://tabletennis.guide/images/project/boy.png,722,14.22,Egypt,17,right,shakehand,722,attack
Sta Khalil,https://tabletennis.guide/images/project/boy.png,723,3.63,Tunisia,19,right,shakehand,723,attack
Alvarez Mario,https://tabletennis.guide/images/project/boy.png,724,2.65,Nicaragua,34,history,(01.05.2022),724,740
Kolasa Szymon,https://tabletennis.guide/images/project/boy.png,725,6.37,Poland,20,left,shakehand,725,attack
Van Dessel Mael,https://tabletennis.guide/images/project/boy.png,726,6.85,Luxembourg,18,right,shakehand,726,attack
Nuchchart Sitisak,https://tabletennis.guide/images/project/boy.png,727,3.36,Thailand,19,left,shakehand,727,attack
Flore Tristan,https://tabletennis.guide/ittfplayer/portrait/tristan-flore-114355.jpg?uin=1680538965,728,503.14,France,28,right,shakehand,728,attack
Shen Charles,https://tabletennis.guide/images/project/boy.png,729,3.0,USA,14,right,shakehand,729,attack
Alguetti Gal,https://tabletennis.guide/images/project/boy.png,730,278.39,USA,22,right,shakehand,730,attack
Onderka Frantisek,https://tabletennis.guide/ittfplayer/portrait/frantisek-onderka-131694.jpg?uin=1680538980,731,31.73,Republic,21,right,shakehand,731,attack
Gutierrez Marc,https://tabletennis.guide/images/project/boy.png,732,48.07,Spain,21,right,shakehand,732,attack
Kodjabashev Denislav,https://tabletennis.guide/ittfplayer/portrait/denislav-kodjabashev-112950.jpg?uin=1680538990,733,187.03,Bulgaria,31,left,shakehand,733,attack
Adeyinka Hammed,https://tabletennis.guide/images/project/boy.png,734,116.15,Nigeria,32,right,shakehand,734,attack
Olasoji Yinka,https://tabletennis.guide/images/project/boy.png,735,3.0,USA,42,right,shakehand,735,attack
Bakhtiyari Mustafa,https://tabletennis.guide/images/project/boy.png,736,35.49,Afghanistan,33,history,(01.05.2022),736,764
Hosseini Mohammad,https://tabletennis.guide/images/project/boy.png,737,35.49,Afghanistan,39,history,(01.05.2022),737,765
Daneshmand Behrooz,https://tabletennis.guide/images/project/boy.png,738,3.0,Afghanistan,33,history,(01.05.2022),738,766
Dursun Ugurcan,https://tabletennis.guide/images/project/boy.png,739,20.68,Turkey,17,left,shakehand,739,attack
Sahin Zihni,https://tabletennis.guide/images/project/boy.png,740,3.61,Turkey,24,left,shakehand,740,attack
Khayyam Radin,https://tabletennis.guide/images/project/boy.png,741,41.47,Iran,20,right,shakehand,741,attack
Obeslo Michal,https://tabletennis.guide/ittfplayer/portrait/michal-obeslo-106848.jpg?uin=1680539033,742,6.98,Republic,34,right,shakehand,742,attack
Gainza Alvaro,https://tabletennis.guide/images/project/boy.png,743,2.36,Spain,21,right,shakehand,743,attack
De Las Heras Rafael,https://tabletennis.guide/images/project/boy.png,744,43.66,Spain,24,left,shakehand,744,attack
Velichkov Yoan,https://tabletennis.guide/images/project/boy.png,745,3.1,Bulgaria,16,left,shakehand,745,attack
Maad Johannes,https://tabletennis.guide/images/project/boy.png,746,2.69,Austria,19,right,shakehand,746,attack
Kogans Daniels,https://tabletennis.guide/images/project/boy.png,747,17.12,Latvia,20,right,shakehand,747,attack
Andersen Martin Buch,https://tabletennis.guide/images/project/boy.png,748,54.68,Denmark,23,right,shakehand,748,attack
Perez Juan,https://tabletennis.guide/images/project/boy.png,749,2.36,Spain,21,right,shakehand,749,attack
Skarsholm Patrick,https://tabletennis.guide/images/project/boy.png,750,17.86,Denmark,20,right,shakehand,750,attack
Vidan Rino,https://tabletennis.guide/images/project/boy.png,751,5.19,Croatia,19,right,shakehand,751,attack
Hvid Noah,https://tabletennis.guide/images/project/boy.png,752,3.53,Denmark,19,right,shakehand,752,attack
Massart Alessi,https://tabletennis.guide/images/project/boy.png,753,2.1,Belgium,18,left,shakehand,753,attack
Zaza Obaida,https://tabletennis.guide/images/project/boy.png,754,3.76,Syria,18,right,shakehand,754,attack
Gonzalez Iker,https://tabletennis.guide/images/project/boy.png,755,17.07,Spain,20,right,shakehand,755,attack
Kaluzny Samuel,https://tabletennis.guide/ittfplayer/portrait/samuel-kaluzny-116697.jpg?uin=1680539101,756,50.2,Slovakia,26,right,shakehand,756,attack
Leong Chee Feng,https://tabletennis.guide/ittfplayer/portrait/chee-feng-leong-121474.jpg?uin=1680539105,757,34.95,Malaysia,25,right,shakehand,757,attack
Spanik Tibor,https://tabletennis.guide/ittfplayer/portrait/tibor-spanik-120284.jpg?uin=1680539110,758,31.08,Slovakia,24,right,shakehand,758,attack
Fadeev Kirill,https://tabletennis.guide/ittfplayer/portrait/kirill-fadeev-124192.jpg?uin=1680539115,759,69.12,Germany,22,left,shakehand,759,attack
Oconnor Miikka,https://tabletennis.guide/images/project/boy.png,760,42.85,Finland,27,right,shakehand,760,attack
Rakhimberganov Jamshchid,https://tabletennis.guide/images/project/boy.png,761,34.49,Uzbekistan,21,right,shakehand,761,attack
Yingyuenyong Sarun,https://tabletennis.guide/images/project/boy.png,762,30.29,Thailand,27,left,shakehand,762,attack
Ulfarsson Magnus,https://tabletennis.guide/images/project/boy.png,763,29.08,Iceland,23,right,shakehand,763,attack
Tsiarokhin Andrei,https://tabletennis.guide/images/project/boy.png,764,23.14,Belarus,24,left,shakehand,764,attack
Morrison Calum,https://tabletennis.guide/ittfplayer/portrait/calum-morrison-124143.jpg?uin=1680539146,765,21.41,Scotland,23,left,shakehand,765,attack
Castro Gary,https://tabletennis.guide/images/project/boy.png,766,39.88,Nicaragua,22,left,shakehand,766,attack
Vuhka Maksim,https://tabletennis.guide/images/project/boy.png,767,18.78,Estonia,22,right,shakehand,767,attack
Zamora Carlos,https://tabletennis.guide/images/project/boy.png,768,32.31,Mexico,26,right,shakehand,768,attack
Sorrentino Giacomo,https://tabletennis.guide/images/project/boy.png,769,15.24,Peru,36,right,shakehand,769,attack
Khosravi Sam,https://tabletennis.guide/images/project/boy.png,770,14.64,Finland,18,right,shakehand,770,attack
Mustonen Aleksi,https://tabletennis.guide/images/project/boy.png,771,14.64,Finland,28,right,shakehand,771,attack
Strogov Stanislav,https://tabletennis.guide/images/project/boy.png,772,14.12,Estonia,21,left,shakehand,772,attack
Orac Daniel,https://tabletennis.guide/ittfplayer/portrait/daniel-orac-121871.jpg?uin=1680539185,773,12.31,Slovakia,23,right,shakehand,773,attack
Pukk Markkos,https://tabletennis.guide/images/project/boy.png,774,9.15,Estonia,17,right,shakehand,774,attack
Laane Lauri,https://tabletennis.guide/images/project/boy.png,775,9.15,Estonia,44,right,shakehand,775,attack
Lopez Sebastian,https://tabletennis.guide/images/project/boy.png,776,8.66,Paraguay,22,right,shakehand,776,attack
Sorheim Sigurd,https://tabletennis.guide/images/project/boy.png,777,7.42,Norway,22,right,shakehand,777,attack
Galeano Jaime,https://tabletennis.guide/images/project/boy.png,778,3.19,Salvador,24,right,shakehand,778,attack
Castellon Denilson,https://tabletennis.guide/images/project/boy.png,779,2.59,Nicaragua,23,right,shakehand,779,attack
Nasirdinov Adilet,https://tabletennis.guide/images/project/boy.png,780,2.0,Kyrgyzstan,19,left,shakehand,780,attack
Seper Michael,https://tabletennis.guide/images/project/boy.png,781,2.0,Austria,22,left,shakehand,781,attack
Dieudonne Maxime,https://tabletennis.guide/images/project/boy.png,782,2.0,Austria,22,right,shakehand,782,attack
Krebs Levente,https://tabletennis.guide/images/project/boy.png,783,2.0,Hungary,19,right,shakehand,783,attack
Apud Elias,https://tabletennis.guide/images/project/boy.png,784,2.0,Paraguay,19,right,shakehand,784,attack
Hetherton Rhys Conor,https://tabletennis.guide/images/project/boy.png,785,2.0,Wales,17,history,(01.05.2022),785,(-1)
Oleskevych Yaroslav,https://tabletennis.guide/images/project/boy.png,786,2.0,Ukraine,18,history,(01.05.2022),786,(-1)
Sundin Isak Theodor Mikael,https://tabletennis.guide/images/project/boy.png,787,2.0,Sweden,21,right,shakehand,787,attack
Pedraza Matias,https://tabletennis.guide/images/project/boy.png,788,2.0,Chile,21,right,shakehand,788,attack
Sanchez Juan Pedro,https://tabletennis.guide/images/project/boy.png,789,2.0,Spain,21,right,shakehand,789,attack
Vetvik Finn,https://tabletennis.guide/images/project/boy.png,790,6.0,Norway,23,left,shakehand,790,attack
Trummler Linus,https://tabletennis.guide/ittfplayer/portrait/linus-trummler-114080.jpg?uin=1680539276,791,35.41,Switzerland,29,right,shakehand,791,attack
De Hoop Jacob Jochem,https://tabletennis.guide/images/project/boy.png,792,2.0,Netherlands,32,right,shakehand,792,attack
Price Louis,https://tabletennis.guide/images/project/boy.png,793,2.0,England,19,left,shakehand,793,attack
Thimon Jonathan,https://tabletennis.guide/images/project/boy.png,794,30.69,Sweden,22,right,shakehand,794,attack
Tungbovornphichet Punnatat,https://tabletennis.guide/images/project/boy.png,795,2.0,Thailand,20,left,shakehand,795,attack
Ali Omar,https://tabletennis.guide/images/project/boy.png,796,127.37,Yemen,32,right,shakehand,796,attack
Jerbi Aziz,https://tabletennis.guide/images/project/boy.png,797,2.0,Tunisia,18,right,shakehand,797,attack
Ramoul Islem,https://tabletennis.guide/images/project/boy.png,798,2.0,Tunisia,19,right,shakehand,798,attack
Lloret Pau,https://tabletennis.guide/images/project/boy.png,799,2.0,Spain,19,right,shakehand,799,attack
Tsao Darryl,https://tabletennis.guide/images/project/boy.png,800,2.0,USA,16,right,shakehand,800,attack
Sheth Ved,https://tabletennis.guide/images/project/boy.png,801,6.03,USA,18,right,shakehand,801,attack
Si Zhigao,https://tabletennis.guide/images/project/boy.png,802,7.53,USA,22,right,shakehand,802,attack
Ranasingha Imesh,https://tabletennis.guide/images/project/boy.png,803,101.14,USA,25,right,shakehand,803,attack
Tian Ye,https://tabletennis.guide/images/project/boy.png,804,96.49,USA,25,history,(01.06.2019),804,(+2)
Zhang Tianrui,https://tabletennis.guide/images/project/boy.png,805,7.53,USA,27,right,shakehand,805,attack
Ju Mingwei,https://tabletennis.guide/images/project/boy.png,806,12.97,USA,48,right,shakehand,806,attack
Tauler Norbert,https://tabletennis.guide/images/project/boy.png,807,7.17,Spain,20,right,shakehand,807,attack
Yang Albert,https://tabletennis.guide/images/project/boy.png,808,2.0,USA,16,right,shakehand,808,attack
Ye Zelin,https://tabletennis.guide/images/project/boy.png,809,6.39,Canada,16,right,shakehand,809,attack
Fahimi Darius,https://tabletennis.guide/images/project/boy.png,810,2.0,USA,17,right,shakehand,810,attack
Lebaka Nishant,https://tabletennis.guide/images/project/boy.png,811,2.0,USA,18,history,(01.05.2022),811,(+2)
Kui Nicholas,https://tabletennis.guide/images/project/boy.png,812,2.0,USA,18,right,shakehand,812,attack
Desmeules Joakim,https://tabletennis.guide/images/project/boy.png,813,2.0,Canada,18,right,shakehand,813,attack
Grewal Jordan Shamsher,https://tabletennis.guide/images/project/boy.png,814,2.0,Canada,19,right,shakehand,814,attack
Wang Yutian,https://tabletennis.guide/images/project/boy.png,815,2.21,USA,30,right,shakehand,815,attack
Lartey Felix,https://tabletennis.guide/images/project/boy.png,816,65.27,Ghana,32,right,shakehand,816,attack
Torgalkar Omkar Vaman,https://tabletennis.guide/images/project/boy.png,817,2.0,India,36,right,shakehand,817,attack
Cantarelli Frederico,https://tabletennis.guide/images/project/boy.png,818,2.0,USA,36,right,shakehand,818,attack
Avivi Itay,https://tabletennis.guide/ittfplayer/portrait/itay-avivi-137089.jpg?uin=1680539403,819,8.47,Israel,17,right,shakehand,819,attack
Kuwae Shiroma Marko Yoshitomo,https://tabletennis.guide/images/project/boy.png,820,2.0,Peru,18,right,shakehand,820,attack
Guete Daniel,https://tabletennis.guide/images/project/boy.png,821,2.0,Colombia,19,right,shakehand,821,attack
Guillot Jose,https://tabletennis.guide/images/project/boy.png,822,2.0,Spain,20,right,shakehand,822,attack
Both Oliver,https://tabletennis.guide/images/project/boy.png,823,18.32,Hungary,21,right,shakehand,823,attack
Villar Solano Julio Andre,https://tabletennis.guide/images/project/boy.png,824,2.0,Peru,17,right,shakehand,824,attack
Alin Tomas,https://tabletennis.guide/images/project/boy.png,825,2.0,Argentina,17,right,shakehand,825,attack
Mendoza Salazar Eduardo David,https://tabletennis.guide/images/project/boy.png,826,2.0,Peru,18,right,shakehand,826,defence
Marini Joaquin,https://tabletennis.guide/images/project/boy.png,827,2.0,Argentina,19,right,shakehand,827,attack
Hurevich Tobias,https://tabletennis.guide/images/project/boy.png,828,2.0,Argentina,19,left,shakehand,828,attack
Zapata Jose,https://tabletennis.guide/images/project/boy.png,829,2.0,Peru,20,right,shakehand,829,attack
Marini Santiago,https://tabletennis.guide/images/project/boy.png,830,2.0,Argentina,20,right,shakehand,830,attack
Blas Bryan,https://tabletennis.guide/ittfplayer/portrait/bryan-blas-101168.jpg?uin=1680539463,831,84.41,Peru,34,right,shakehand,831,attack
Grujic Nikola,https://tabletennis.guide/images/project/boy.png,832,60.0,Serbia,23,left,shakehand,832,attack
